Wage,Age,Club,League,Nation,Position,Apps,Caps
247000.0,23,1. FC Koln,Bundesliga,GER,Defender,95,0
247000.0,22,FC Porto,Primiera Liga,POR,Defender,68,0
247000.0,37,FC Porto,Primiera Liga,POR,Forward,445,27
244000.0,30,AJ Auxerre,Ligue 1 Uber Eats,GUI,Defender,169,6
244000.0,23,Almeria,La Liga,ESP,Defender,81,0
244000.0,20,Almeria,La Liga,BRA,Midfilder,31,0
242000.0,31,Vallecano,La Liga,MNE,Defender,221,4
242000.0,30,Girona,La Liga,PER,Defender,320,35
242000.0,35,Vallecano,La Liga,ESP,Defender,438,3
242000.0,27,Elche,La Liga,ESP,Defender,246,0
242000.0,25,Girona,La Liga,ESP,Midfilder,177,0
241000.0,31,Verona,Serie A,ITA,Goalkeeper,85,0
241000.0,39,Inter,Serie A,ITA,Goalkeeper,482,0
241000.0,25,Salento,Serie A,FRA,Midfilder,200,0
241000.0,24,Sassuolo,Serie A,CRO,Defender,111,3
241000.0,29,Bayer 04,Bundesliga,GER,Goalkeeper,126,0
240000.0,23,Famalicao,Primiera Liga,FRA,Midfilder,100,0
237000.0,22,OGC Nice,Ligue 1 Uber Eats,POL,Goalkeeper,16,0
237000.0,26,AJ Auxerre,Ligue 1 Uber Eats,MAR,Midfilder,207,0
236000.0,20,SC Freiburg,Bundesliga,FRA,Defender,65,0
234000.0,23,PTM,Primiera Liga,COL,Forward,105,0
234000.0,22,Atletico Pamplona,La Liga,ESP,Defender,84,0
233000.0,22,Rennes,Ligue 1 Uber Eats,FRA,Defender,34,0
232000.0,25,Santa Clara,Primiera Liga,BRA,Forward,60,0
232000.0,19,A. Madrid,La Liga,ESP,Midfilder,3,0
231000.0,24,Toulouse FC,Ligue 1 Uber Eats,NOR,Goalkeeper,75,0
230000.0,28,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,110,0
229000.0,19,BRG,Primiera Liga,TUR,Defender,11,0
228000.0,20,Troyes,Ligue 1 Uber Eats,FRA,Defender,33,0
227000.0,22,Vigo,La Liga,NOR,Forward,125,1
227000.0,19,Fiorentina,Serie A,ITA,Midfilder,4,0
225000.0,22,Famalicao,Primiera Liga,POR,Forward,64,0
225000.0,21,Salento,Serie A,ISL,Midfilder,82,12
224000.0,26,SC Freiburg,Bundesliga,GHA,Midfilder,187,12
224000.0,24,Sassuolo,Serie A,MAR,Midfilder,164,0
224000.0,25,Famalicao,Primiera Liga,ARG,Midfilder,167,0
224000.0,20,FC Augsburg,Bundesliga,CRO,Forward,93,0
224000.0,31,RB Leipzig,Bundesliga,GER,Goalkeeper,296,0
224000.0,24,SV Werder,Bundesliga,GER,Defender,136,0
224000.0,26,Toulouse FC,Ligue 1 Uber Eats,NED,Midfilder,193,0
224000.0,21,Rennes,Ligue 1 Uber Eats,MAR,Forward,16,0
224000.0,23,Reims,Ligue 1 Uber Eats,FRA,Forward,80,0
224000.0,22,Hoffenheim,Bundesliga,GER,Midfilder,88,0
224000.0,30,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,314,0
224000.0,23,Reims,Ligue 1 Uber Eats,NED,Midfilder,153,0
224000.0,21,Torino,Serie A,SRB,Midfilder,104,3
224000.0,21,Torino,Serie A,CIV,Defender,72,2
224000.0,20,1. FC Koln,Bundesliga,GER,Midfilder,56,0
224000.0,23,Montpellier,Ligue 1 Uber Eats,FRA,Defender,54,0
224000.0,39,Strasbourg,Ligue 1 Uber Eats,JPN,Goalkeeper,397,95
223000.0,28,Union Berlin,Bundesliga,DEN,Goalkeeper,92,0
223000.0,27,Chaves,Primiera Liga,POR,Defender,116,0
220000.0,22,Angers SCO,Ligue 1 Uber Eats,FRA,Goalkeeper,38,0
220000.0,22,Reims,Ligue 1 Uber Eats,FRA,Forward,43,0
218000.0,31,Valladolid,La Liga,ESP,Forward,415,0
217000.0,21,FC Porto,Primiera Liga,POR,Forward,63,0
217000.0,30,Brest,Ligue 1 Uber Eats,FRA,Defender,306,0
217000.0,26,Toulouse FC,Ligue 1 Uber Eats,JPN,Forward,226,3
217000.0,27,Angers SCO,Ligue 1 Uber Eats,ALG,Defender,86,9
216000.0,32,Almeria,La Liga,ESP,Forward,326,0
215000.0,24,AJ Auxerre,Ligue 1 Uber Eats,GHA,Midfilder,117,2
215000.0,21,Mainz 05,Bundesliga,AUT,Forward,73,0
215000.0,26,1. FC Koln,Bundesliga,GER,Defender,104,0
215000.0,18,VfL Wolfsburg,Bundesliga,CZE,Midfilder,3,0
215000.0,32,VfL Bochum,Bundesliga,GRE,Defender,237,5
215000.0,26,Vallecano,La Liga,ESP,Midfilder,210,0
215000.0,29,Elche,La Liga,COL,Defender,269,5
215000.0,25,Mallorca,La Liga,SVK,Goalkeeper,131,4
214000.0,30,FC Nantes,Ligue 1 Uber Eats,MLI,Defender,131,10
214000.0,30,Clermont,Ligue 1 Uber Eats,ALG,Defender,124,19
214000.0,23,Troyes,Ligue 1 Uber Eats,DEN,Defender,98,0
213000.0,20,VfB Stuttgart,Bundesliga,GER,Midfilder,27,0
213000.0,27,VTSC,Primiera Liga,POR,Goalkeeper,214,0
213000.0,29,VTSC,Primiera Liga,POR,Midfilder,277,0
210000.0,33,AC Ajaccio,Ligue 1 Uber Eats,GLP,Defender,355,10
210000.0,22,Torino,Serie A,ITA,Goalkeeper,69,0
209000.0,19,Brianza,Serie A,ARG,Defender,0,0
208000.0,20,Brighton,Premier League,NIR,Forward,0,0
208000.0,19,Man City,Premier League,SCO,Goalkeeper,0,0
208000.0,19,Brentford,Premier League,ENG,Forward,12,0
208000.0,20,Brighton,Premier League,ENG,Defender,6,0
208000.0,22,Brighton,Premier League,NED,Defender,72,0
208000.0,21,SV Werder,Bundesliga,ENG,Defender,74,0
206000.0,20,Montpellier,Ligue 1 Uber Eats,FRA,Defender,28,0
206000.0,24,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,159,0
204000.0,31,Cadiz,La Liga,ESP,Forward,352,0
204000.0,33,AC Ajaccio,Ligue 1 Uber Eats,FRA,Goalkeeper,305,0
203000.0,22,Troyes,Ligue 1 Uber Eats,SEN,Forward,105,0
203000.0,27,VTSC,Primiera Liga,POR,Forward,234,0
203000.0,29,BRG,Primiera Liga,BRA,Midfilder,170,0
202000.0,22,VfB Stuttgart,Bundesliga,DEN,Defender,87,0
202000.0,24,Vigo,La Liga,USA,Midfilder,72,11
202000.0,21,1. FC Koln,Bundesliga,GER,Midfilder,64,0
202000.0,23,MRT,Primiera Liga,CZE,Goalkeeper,64,0
202000.0,29,Troyes,Ligue 1 Uber Eats,FRA,Goalkeeper,183,0
202000.0,31,Borussia Dortmund,Bundesliga,GER,Goalkeeper,219,0
202000.0,22,FC Augsburg,Bundesliga,GER,Defender,90,0
202000.0,22,FC Augsburg,Bundesliga,CRO,Defender,96,0
201000.0,25,P. Ferreira,Primiera Liga,BRA,Forward,114,0
200000.0,20,Girona,La Liga,BRA,Forward,46,0
199000.0,18,Troyes,Ligue 1 Uber Eats,FRA,Forward,32,0
196000.0,24,Spezia,Serie A,POR,Defender,110,0
193000.0,22,AJ Auxerre,Ligue 1 Uber Eats,MLI,Forward,39,5
193000.0,22,Estoril Praia,Primiera Liga,ESP,Forward,78,0
192000.0,22,Valladolid,La Liga,ESP,Midfilder,122,0
192000.0,24,MRT,Primiera Liga,VEN,Forward,97,0
191000.0,26,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,93,0
191000.0,19,Benfica,Primiera Liga,FRA,Defender,4,0
190000.0,34,Girona,La Liga,ESP,Goalkeeper,399,0
190000.0,26,Valladolid,La Liga,ESP,Defender,253,0
190000.0,31,Girona,La Liga,ESP,Defender,332,0
190000.0,25,Cremonese,Serie A,SEN,Goalkeeper,47,0
188000.0,21,Toulouse FC,Ligue 1 Uber Eats,SWE,Defender,23,0
187000.0,20,SV Werder,Bundesliga,GER,Forward,43,0
187000.0,29,AJ Auxerre,Ligue 1 Uber Eats,GUF,Goalkeeper,136,28
187000.0,19,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,10,0
187000.0,20,FC Lorient,Ligue 1 Uber Eats,FRA,Forward,25,0
187000.0,25,AJ Auxerre,Ligue 1 Uber Eats,MAD,Defender,185,20
187000.0,22,Toulouse FC,Ligue 1 Uber Eats,GRE,Midfilder,43,0
186000.0,20,Real San Sebastian,La Liga,ESP,Forward,75,0
186000.0,19,BRG,Primiera Liga,SWE,Defender,50,0
186000.0,25,VTSC,Primiera Liga,BRA,Forward,93,0
186000.0,22,Casa Pia,Primiera Liga,POR,Midfilder,80,0
183000.0,34,FC Nantes,Ligue 1 Uber Eats,SVN,Goalkeeper,184,0
183000.0,21,Barcelona,La Liga,MEX,Defender,100,3
182000.0,19,Chelsea,Premier League,ENG,Forward,0,0
182000.0,19,Aston Villa,Premier League,ENG,Defender,51,0
182000.0,18,Chelsea,Premier League,ENG,Defender,0,0
182000.0,22,Chelsea,Premier League,NED,Defender,51,0
182000.0,18,Chelsea,Premier League,ENG,Defender,0,0
182000.0,20,Chelsea,Premier League,ENG,Defender,0,0
181000.0,20,Udinese,Serie A,IRL,Defender,40,0
181000.0,22,Cadiz,La Liga,ESP,Defender,57,0
181000.0,23,Salento,Serie A,DEN,Midfilder,129,0
181000.0,27,Santa Clara,Primiera Liga,PAR,Forward,177,0
179000.0,30,Almeria,La Liga,ESP,Defender,363,0
179000.0,23,1. FC Koln,Bundesliga,GER,Midfilder,98,0
179000.0,26,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,61,0
179000.0,26,Estoril Praia,Primiera Liga,POR,Midfilder,207,0
179000.0,22,Brest,Ligue 1 Uber Eats,SEN,Defender,78,0
179000.0,24,Reims,Ligue 1 Uber Eats,BEL,Defender,56,0
179000.0,22,Verona,Serie A,BEL,Forward,89,0
179000.0,22,Spezia,Serie A,SWE,Defender,81,0
179000.0,21,1. FC Koln,Bundesliga,LUX,Midfilder,60,6
179000.0,20,Hoffenheim,Bundesliga,GER,Forward,34,0
179000.0,18,Barcelona,La Liga,ESP,Defender,24,0
179000.0,19,Barcelona,La Liga,ESP,Midfilder,56,0
178000.0,24,Girona,La Liga,ESP,Defender,164,0
177000.0,34,MRT,Primiera Liga,MOZ,Defender,269,63
177000.0,29,VTSC,Primiera Liga,ANG,Defender,184,4
177000.0,29,VTSC,Primiera Liga,VEN,Defender,190,31
176000.0,28,Cadiz,La Liga,ESP,Goalkeeper,131,0
174000.0,24,Cadiz,La Liga,SEN,Defender,71,0
174000.0,23,Toulouse FC,Ligue 1 Uber Eats,AUS,Midfilder,106,3
173000.0,28,SC Freiburg,Bundesliga,NED,Forward,248,0
173000.0,23,Famalicao,Primiera Liga,POR,Defender,51,0
172000.0,26,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,153,0
172000.0,27,Salernitana,Serie A,ITA,Defender,203,0
172000.0,18,Mainz 05,Bundesliga,GER,Forward,5,0
172000.0,18,VfL Wolfsburg,Bundesliga,GER,Defender,0,0
172000.0,26,VfL Wolfsburg,Bundesliga,GER,Goalkeeper,35,0
172000.0,28,VfL Bochum,Bundesliga,GHA,Midfilder,277,3
171000.0,29,Clermont,Ligue 1 Uber Eats,ANG,Defender,257,2
171000.0,20,PTM,Primiera Liga,COL,Defender,28,0
170000.0,34,P. Ferreira,Primiera Liga,ARG,Midfilder,339,19
169000.0,22,Rio Ave,Primiera Liga,ESP,Midfilder,68,0
169000.0,21,Espanyol,La Liga,ESP,Midfilder,108,0
169000.0,27,Estoril Praia,Primiera Liga,POR,Midfilder,202,0
169000.0,23,A. Bilbao,La Liga,ESP,Midfilder,136,0
168000.0,18,RB Leipzig,Bundesliga,GER,Defender,0,0
168000.0,31,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,245,0
168000.0,25,AC Ajaccio,Ligue 1 Uber Eats,SUI,Midfilder,127,0
168000.0,20,MRT,Primiera Liga,ESP,Forward,46,0
168000.0,33,Rio Ave,Primiera Liga,BRA,Defender,278,0
168000.0,27,Famalicao,Primiera Liga,VEN,Forward,212,4
168000.0,25,AC Ajaccio,Ligue 1 Uber Eats,CIV,Defender,93,1
168000.0,23,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,83,0
167000.0,20,Rennes,Ligue 1 Uber Eats,CMR,Defender,28,1
166000.0,20,Juventus,Serie A,ITA,Forward,33,0
166000.0,21,MRT,Primiera Liga,POR,Defender,74,0
165000.0,18,Salento,Serie A,CZE,Midfilder,30,0
165000.0,32,Salernitana,Serie A,ITA,Goalkeeper,251,0
164000.0,25,Spezia,Serie A,ITA,Defender,158,0
164000.0,33,Sampdoria,Serie A,ITA,Goalkeeper,322,0
164000.0,28,Spezia,Serie A,GHA,Forward,255,3
164000.0,21,Empoli,Serie A,ITA,Defender,113,0
164000.0,32,Salento,Serie A,ITA,Defender,270,0
164000.0,25,Lazio,Serie A,LTU,Goalkeeper,51,0
164000.0,31,Atalanta,Serie A,ITA,Goalkeeper,142,0
163000.0,18,LOSC,Ligue 1 Uber Eats,CMR,Midfilder,2,0
163000.0,18,LOSC,Ligue 1 Uber Eats,CMR,Midfilder,2,0
162000.0,21,1. FC Koln,Bundesliga,CRO,Defender,92,0
162000.0,22,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,79,0
161000.0,20,Sampdoria,Serie A,ESP,Midfilder,8,0
161000.0,23,Almeria,La Liga,ESP,Defender,128,0
160000.0,25,Casa Pia,Primiera Liga,BRA,Forward,97,0
160000.0,21,Estoril Praia,Primiera Liga,POR,Forward,53,0
160000.0,31,Girona,La Liga,ESP,Forward,432,0
160000.0,26,Elche,La Liga,ARG,Goalkeeper,58,0
159000.0,20,Sampdoria,Serie A,ARG,Defender,24,0
159000.0,22,Cremonese,Serie A,ITA,Goalkeeper,89,0
159000.0,24,Bologna,Serie A,NGA,Forward,113,0
159000.0,21,Salento,Serie A,NOR,Midfilder,45,1
159000.0,21,Brest,Ligue 1 Uber Eats,ARG,Goalkeeper,4,0
158000.0,29,BVT,Primiera Liga,COL,Midfilder,206,10
157000.0,24,BVT,Primiera Liga,POR,Defender,105,0
157000.0,21,Famalicao,Primiera Liga,BRA,Goalkeeper,58,0
157000.0,33,Rio Ave,Primiera Liga,GRE,Defender,287,39
157000.0,26,Estoril Praia,Primiera Liga,CMR,Midfilder,97,11
157000.0,19,Benfica,Primiera Liga,POR,Midfilder,40,0
157000.0,25,BVT,Primiera Liga,CGO,Midfilder,147,14
157000.0,33,Estoril Praia,Primiera Liga,POR,Defender,363,0
157000.0,28,PTM,Primiera Liga,COL,Forward,207,0
157000.0,28,MRT,Primiera Liga,BRA,Defender,129,0
157000.0,22,Famalicao,Primiera Liga,BRA,Midfilder,75,0
157000.0,20,Gil Vicente,Primiera Liga,POR,Defender,60,0
157000.0,29,Gil Vicente,Primiera Liga,POR,Defender,259,0
157000.0,19,Sporting CP,Primiera Liga,POR,Midfilder,9,0
156000.0,19,Sampdoria,Serie A,ITA,Forward,1,0
156000.0,18,Chelsea,Premier League,ENG,Forward,0,0
156000.0,18,Man City,Premier League,ENG,Midfilder,0,0
156000.0,19,Arsenal,Premier League,NED,Midfilder,0,0
156000.0,20,Tottenham,Premier League,ENG,Defender,2,0
156000.0,18,Brentford,Premier League,UKR,Midfilder,21,0
156000.0,21,Crystal Palace,Premier League,NIR,Defender,115,0
156000.0,19,Tottenham,Premier League,ENG,Midfilder,0,0
156000.0,19,Leicester,Premier League,ENG,Forward,1,0
156000.0,19,Man City,Premier League,ENG,Midfilder,3,0
156000.0,18,Man City,Premier League,POR,Forward,1,0
156000.0,18,Aston Villa,Premier League,POL,Goalkeeper,0,0
156000.0,22,Leicester,Premier League,RSA,Midfilder,14,0
156000.0,18,Man City,Premier League,ENG,Goalkeeper,0,0
156000.0,18,Man City,Premier League,ENG,Forward,0,0
156000.0,18,Man City,Premier League,ENG,Midfilder,0,0
156000.0,18,Wolves,Premier League,ENG,Midfilder,0,0
156000.0,18,Man City,Premier League,SCO,Midfilder,0,0
156000.0,18,Man City,Premier League,SCO,Forward,1,0
156000.0,20,Man City,Premier League,ENG,Defender,0,0
155000.0,21,Espanyol,La Liga,ESP,Goalkeeper,21,0
155000.0,24,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,20,0
153000.0,25,A. Bilbao,La Liga,ESP,Forward,224,0
153000.0,23,Vallecano,La Liga,ESP,Forward,148,0
150000.0,24,Famalicao,Primiera Liga,PAN,Midfilder,94,39
150000.0,33,Estoril Praia,Primiera Liga,MOZ,Defender,353,58
150000.0,25,BVT,Primiera Liga,VEN,Forward,119,20
150000.0,21,Getafe,La Liga,ESP,Forward,55,0
150000.0,23,Rio Ave,Primiera Liga,BRA,Defender,102,0
150000.0,20,Chaves,Primiera Liga,ESP,Forward,65,0
149000.0,23,Girona,La Liga,URU,Defender,114,0
148000.0,22,Real Hispalis,La Liga,ARG,Midfilder,93,0
147000.0,19,Toulouse FC,Ligue 1 Uber Eats,ALG,Midfilder,6,0
147000.0,20,Reims,Ligue 1 Uber Eats,SEN,Midfilder,36,1
147000.0,19,Reims,Ligue 1 Uber Eats,MLI,Midfilder,14,0
147000.0,25,Angers SCO,Ligue 1 Uber Eats,ALG,Midfilder,83,3
147000.0,22,SV Werder,Bundesliga,GER,Defender,91,0
147000.0,19,Angers SCO,Ligue 1 Uber Eats,FRA,Defender,38,0
147000.0,22,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,3,0
147000.0,23,Brianza,Serie A,ITA,Midfilder,92,0
146000.0,26,VfL Bochum,Bundesliga,GAM,Defender,149,6
146000.0,22,Santa Clara,Primiera Liga,BRA,Midfilder,18,0
146000.0,23,Famalicao,Primiera Liga,BRA,Defender,101,0
146000.0,27,BRG,Primiera Liga,POR,Goalkeeper,163,0
145000.0,21,Toulouse FC,Ligue 1 Uber Eats,NED,Forward,67,0
144000.0,22,Mallorca,La Liga,ESP,Goalkeeper,57,0
144000.0,27,Arouca,Primiera Liga,POR,Defender,232,0
144000.0,21,FC Lorient,Ligue 1 Uber Eats,CMR,Defender,70,0
143000.0,20,Spezia,Serie A,LVA,Forward,106,23
143000.0,35,P. Ferreira,Primiera Liga,POR,Defender,341,13
143000.0,24,Clermont,Ligue 1 Uber Eats,FRA,Goalkeeper,28,0
143000.0,19,RB Leipzig,Bundesliga,USA,Forward,64,0
141000.0,23,P. Ferreira,Primiera Liga,ESP,Forward,67,0
141000.0,41,BVT,Primiera Liga,BRA,Goalkeeper,354,0
141000.0,23,Famalicao,Primiera Liga,POR,Defender,92,0
141000.0,26,Famalicao,Primiera Liga,ESP,Defender,142,0
141000.0,27,Famalicao,Primiera Liga,POR,Forward,233,0
141000.0,24,Gil Vicente,Primiera Liga,ESP,Forward,149,0
141000.0,20,Benfica,Primiera Liga,POR,Forward,25,0
141000.0,24,MRT,Primiera Liga,POR,Midfilder,135,0
141000.0,25,Rio Ave,Primiera Liga,BRA,Defender,88,0
141000.0,26,Santa Clara,Primiera Liga,ESP,Defender,136,0
141000.0,25,Rio Ave,Primiera Liga,POR,Midfilder,113,0
141000.0,32,Famalicao,Primiera Liga,POR,Defender,275,0
141000.0,21,Chaves,Primiera Liga,POR,Defender,38,0
141000.0,25,Gil Vicente,Primiera Liga,ESP,Defender,131,0
141000.0,31,Rio Ave,Primiera Liga,POR,Midfilder,241,0
141000.0,24,VTSC,Primiera Liga,BRA,Forward,140,0
141000.0,21,Estoril Praia,Primiera Liga,POR,Defender,44,0
141000.0,22,AC Ajaccio,Ligue 1 Uber Eats,FRA,Defender,31,0
140000.0,21,Hoffenheim,Bundesliga,GER,Goalkeeper,47,0
140000.0,19,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,18,0
140000.0,19,Inter,Serie A,ITA,Defender,1,0
139000.0,22,Santa Clara,Primiera Liga,BRA,Forward,36,0
139000.0,25,Elche,La Liga,ESP,Midfilder,210,0
138000.0,18,Vigo,La Liga,SWE,Midfilder,58,0
138000.0,23,Atletico Pamplona,La Liga,ESP,Defender,140,0
138000.0,24,Getafe,La Liga,ESP,Defender,154,0
138000.0,24,Almeria,La Liga,ESP,Defender,152,0
138000.0,24,Mallorca,La Liga,ESP,Midfilder,197,0
138000.0,23,Getafe,La Liga,ESP,Midfilder,88,0
138000.0,23,Vallecano,La Liga,ESP,Defender,133,0
138000.0,21,Valencia,La Liga,GEO,Goalkeeper,80,3
138000.0,23,Vallecano,La Liga,ESP,Defender,77,0
138000.0,19,Girona,La Liga,ESP,Defender,55,0
138000.0,24,Cadiz,La Liga,PAR,Defender,117,21
138000.0,22,Elche,La Liga,ARG,Defender,49,0
138000.0,19,Almeria,La Liga,SRB,Forward,18,0
138000.0,25,Real San Sebastian,La Liga,ESP,Goalkeeper,104,0
137000.0,22,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,17,0
137000.0,32,Famalicao,Primiera Liga,POR,Midfilder,382,0
136000.0,19,Sampdoria,Serie A,SVN,Goalkeeper,10,0
136000.0,30,Atletico Pamplona,La Liga,ESP,Defender,258,0
135000.0,27,Montpellier,Ligue 1 Uber Eats,MLI,Defender,177,28
135000.0,20,MRT,Primiera Liga,POR,Defender,66,0
135000.0,23,VTSC,Primiera Liga,POR,Forward,132,0
135000.0,26,Gil Vicente,Primiera Liga,IRN,Forward,272,3
134000.0,18,Eintracht Frankfurt,Bundesliga,ALB,Goalkeeper,28,0
134000.0,21,VfL Bochum,Bundesliga,GER,Midfilder,69,0
134000.0,22,Cremonese,Serie A,ITA,Defender,102,0
134000.0,29,Mallorca,La Liga,ESP,Forward,323,0
134000.0,21,Gil Vicente,Primiera Liga,ESP,Midfilder,58,0
134000.0,36,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,426,0
133000.0,27,SV Werder,Bundesliga,GER,Goalkeeper,125,0
133000.0,22,Girona,La Liga,MLI,Midfilder,51,0
133000.0,22,Cremonese,Serie A,ITA,Goalkeeper,55,0
132000.0,27,VTSC,Primiera Liga,BRA,Forward,165,0
132000.0,21,Famalicao,Primiera Liga,ESP,Midfilder,102,0
132000.0,37,P. Ferreira,Primiera Liga,BRA,Midfilder,348,0
132000.0,30,BVT,Primiera Liga,BRA,Goalkeeper,42,0
132000.0,27,BVT,Primiera Liga,CUW,Forward,127,10
132000.0,27,Santa Clara,Primiera Liga,BRA,Forward,174,0
132000.0,22,Estoril Praia,Primiera Liga,POR,Defender,56,0
132000.0,32,Famalicao,Primiera Liga,POR,Forward,265,0
130000.0,20,Liverpool,Premier League,WAL,Defender,5,0
130000.0,18,Liverpool,Premier League,ENG,Defender,0,0
130000.0,19,Liverpool,Premier League,ENG,Midfilder,2,0
130000.0,19,Liverpool,Premier League,ENG,Goalkeeper,0,0
130000.0,18,Chelsea,Premier League,ENG,Goalkeeper,0,0
130000.0,19,Liverpool,Premier League,ENG,Forward,13,0
130000.0,18,Chelsea,Premier League,FIN,Midfilder,0,0
130000.0,18,Liverpool,Premier League,ENG,Forward,0,0
130000.0,18,Brentford,Premier League,ENG,Forward,0,0
130000.0,18,Liverpool,Premier League,ENG,Forward,0,0
130000.0,18,Liverpool,Premier League,ENG,Midfilder,16,0
130000.0,19,Liverpool,Premier League,FRA,Defender,9,0
130000.0,19,Leicester,Premier League,ENG,Forward,0,0
130000.0,21,Tottenham,Premier League,ENG,Defender,0,0
130000.0,20,Arsenal,Premier League,EST,Goalkeeper,10,14
130000.0,21,Everton,Premier League,ENG,Forward,62,0
130000.0,20,Chelsea,Premier League,USA,Goalkeeper,23,0
130000.0,19,Liverpool,Premier League,ENG,Defender,0,0
130000.0,19,Liverpool,Premier League,ENG,Midfilder,0,0
130000.0,23,Newcastle,Premier League,PER,Midfilder,63,0
130000.0,20,Liverpool,Premier League,USA,Midfilder,0,0
130000.0,19,Man UFC,Premier League,FRA,Forward,0,0
130000.0,21,Liverpool,Premier League,NGA,Defender,0,0
130000.0,20,Fulham,Premier League,BUL,Forward,38,0
130000.0,22,Southampton,Premier League,ENG,Defender,26,0
130000.0,19,Brentford,Premier League,ENG,Defender,0,0
130000.0,19,Brentford,Premier League,ENG,Midfilder,2,0
130000.0,18,Valencia,La Liga,ESP,Defender,9,0
130000.0,19,Leicester,Premier League,WAL,Midfilder,0,0
130000.0,20,Fulham,Premier League,ENG,Goalkeeper,40,0
130000.0,20,Chelsea,Premier League,FIN,Goalkeeper,23,0
130000.0,19,Newcastle,Premier League,ENG,Defender,0,0
130000.0,18,Newcastle,Premier League,ENG,Defender,0,0
130000.0,19,Chelsea,Premier League,ENG,Forward,16,0
130000.0,19,Liverpool,Premier League,POL,Goalkeeper,31,0
130000.0,20,Brentford,Premier League,FRA,Defender,5,0
130000.0,18,Chelsea,Premier League,ENG,Defender,6,0
130000.0,18,Chelsea,Premier League,MAR,Goalkeeper,5,0
130000.0,20,Aston Villa,Premier League,ENG,Defender,5,0
130000.0,18,Chelsea,Premier League,ENG,Defender,0,0
130000.0,19,Man UFC,Premier League,ENG,Defender,6,0
130000.0,19,Wolves,Premier League,POR,Defender,13,0
129000.0,19,Montpellier,Ligue 1 Uber Eats,CGO,Forward,25,10
129000.0,23,Fiorentina,Serie A,ITA,Goalkeeper,43,0
129000.0,22,MRT,Primiera Liga,BRA,Midfilder,47,0
128000.0,18,OL,Ligue 1 Uber Eats,FRA,Midfilder,6,0
128000.0,19,Valencia,La Liga,URU,Defender,43,0
128000.0,24,Famalicao,Primiera Liga,ALB,Defender,70,8
128000.0,25,VIZ,Primiera Liga,MLI,Forward,88,1
128000.0,26,VIZ,Primiera Liga,POR,Defender,154,0
128000.0,24,Estoril Praia,Primiera Liga,FRA,Midfilder,110,0
128000.0,27,Salento,Serie A,ITA,Goalkeeper,145,0
128000.0,25,Cremonese,Serie A,ITA,Defender,134,0
128000.0,23,Angers SCO,Ligue 1 Uber Eats,BIH,Defender,77,0
128000.0,20,Brest,Ligue 1 Uber Eats,FRA,Defender,24,0
128000.0,20,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,11,0
127000.0,32,Almeria,La Liga,ESP,Goalkeeper,404,0
126000.0,35,AC Ajaccio,Ligue 1 Uber Eats,GLP,Defender,411,13
125000.0,20,P. Ferreira,Primiera Liga,BRA,Forward,26,0
125000.0,21,Vigo,La Liga,ESP,Defender,46,0
124000.0,28,VTSC,Primiera Liga,GHA,Midfilder,104,0
124000.0,24,VTSC,Primiera Liga,FRA,Midfilder,85,0
124000.0,23,BVT,Primiera Liga,MNE,Midfilder,92,3
124000.0,20,Lazio,Serie A,ITA,Midfilder,1,0
123000.0,25,VfL Bochum,Bundesliga,GER,Defender,180,0
123000.0,31,Rio Ave,Primiera Liga,BRA,Goalkeeper,123,0
123000.0,26,Chaves,Primiera Liga,SEN,Midfilder,143,6
123000.0,21,MRT,Primiera Liga,POR,Defender,39,0
123000.0,20,Benfica,Primiera Liga,POR,Goalkeeper,12,0
123000.0,21,Toulouse FC,Ligue 1 Uber Eats,FRA,Defender,48,0
123000.0,20,Benfica,Primiera Liga,ALB,Defender,7,1
123000.0,20,VTSC,Primiera Liga,ITA,Defender,40,0
123000.0,26,PTM,Primiera Liga,MAR,Defender,122,0
123000.0,26,Chaves,Primiera Liga,ESP,Forward,207,0
123000.0,34,Rio Ave,Primiera Liga,POR,Midfilder,366,0
123000.0,32,MRT,Primiera Liga,GEO,Goalkeeper,204,17
123000.0,25,Famalicao,Primiera Liga,RUS,Goalkeeper,73,0
123000.0,34,Gil Vicente,Primiera Liga,POR,Midfilder,415,0
123000.0,31,Gil Vicente,Primiera Liga,RUS,Goalkeeper,202,2
123000.0,26,Rio Ave,Primiera Liga,GHA,Forward,155,7
123000.0,25,VIZ,Primiera Liga,POR,Defender,156,0
123000.0,34,VIZ,Primiera Liga,BRA,Midfilder,402,0
